"Story","Title","Result","Date","Stability","Duration (s)"
"Dada la necesidad del negocio para usar su aplicacion de forma segura","Registro de un usuario nuevo","ERROR","2020-11-07T16:55:35.058-05:00[America/Bogota]","0.0","4.24"
