"Story","Title","Result","Date","Stability","Duration (s)"
"Dada la necesidad del negocio para usar su aplicacion de forma segura","Registro de un usuario nuevo","FAILURE","2020-11-07T17:17:04.383-05:00[America/Bogota]","0.0","4.3"
